,loss,accuracy,val_loss,val_accuracy
0,3.116736888885498,0.796515703201294,12.123480796813965,0.41624364256858826
1,0.4203147888183594,0.9250870943069458,5.352014064788818,0.6522842645645142
2,0.06789134442806244,0.9770034551620483,2.4730491638183594,0.7614213228225708
3,0.015267628245055676,0.9944250583648682,3.4716665744781494,0.7157360315322876
4,0.012327770702540874,0.9958187937736511,3.599144697189331,0.6852791905403137
5,0.0585368350148201,0.989198625087738,3.0995304584503174,0.710659921169281
6,0.2172299325466156,0.9581881761550903,6.508083343505859,0.606598973274231
7,0.23784522712230682,0.9508710503578186,7.7911481857299805,0.5609136819839478
8,0.10750330239534378,0.9724738597869873,7.491490840911865,0.6649746298789978
9,0.13510732352733612,0.9759581685066223,5.916570663452148,0.682741105556488
10,0.15912720561027527,0.9731707572937012,9.317795753479004,0.6852791905403137
11,0.18222129344940186,0.9606271982192993,9.130352020263672,0.6624365448951721
12,0.13932636380195618,0.9668989777565002,9.702733993530273,0.5279187560081482
