,loss,accuracy,val_loss,val_accuracy
0,10.654166221618652,0.5940766334533691,3.1182961463928223,0.6218274235725403
1,0.30957767367362976,0.893379807472229,2.857910394668579,0.7563451528549194
2,0.09724251925945282,0.9703832864761353,3.148045063018799,0.7538071274757385
3,0.07310900837182999,0.9735191464424133,3.713697671890259,0.7512690424919128
4,0.022918695583939552,0.9944250583648682,5.801143646240234,0.7055837512016296
5,0.012878983281552792,0.9968641400337219,4.627389430999756,0.7487309575080872
6,0.003048369660973549,1.0,4.587640285491943,0.7563451528549194
7,0.001453748787753284,1.0,4.522043704986572,0.7614213228225708
8,0.0007040183991193771,1.0,4.580267906188965,0.7690355181694031
9,0.0004971075686626136,1.0,4.655630588531494,0.7690355181694031
10,0.00037383291055448353,1.0,4.722231388092041,0.7690355181694031
11,0.000291030592052266,1.0,4.786311626434326,0.7690355181694031
