,loss,accuracy,val_loss,val_accuracy
0,4.57337760925293,0.6836236715316772,109816.40625,0.3147208094596863
1,1.3801344633102417,0.8146341443061829,2539.021240234375,0.32487308979034424
2,1.2014293670654297,0.8703832626342773,229.1501007080078,0.3604061007499695
3,1.0218509435653687,0.8714285492897034,497.2025451660156,0.4467005133628845
4,0.6721671223640442,0.9205574989318848,27.825641632080078,0.494923859834671
5,0.5304270386695862,0.9414634108543396,34.8697509765625,0.5076141953468323
6,0.44325384497642517,0.9606271982192993,9.181836128234863,0.6776649951934814
7,0.4258137345314026,0.9675958156585693,18.839290618896484,0.5888324975967407
8,0.3603559732437134,0.9637630581855774,12.887960433959961,0.6319797039031982
9,0.4123341143131256,0.9574912786483765,36.594451904296875,0.5329949259757996
10,0.9360146522521973,0.9094076752662659,13644.626953125,0.36802029609680176
11,0.8108435273170471,0.9341463446617126,169.61566162109375,0.5532994866371155
12,0.4909488558769226,0.9567944407463074,62.838722229003906,0.6269035339355469
13,0.448724627494812,0.9498257637023926,70.11968994140625,0.48730963468551636
14,0.5288113951683044,0.9484320282936096,8.119542121887207,0.5456852912902832
15,0.3648918569087982,0.9578397274017334,105.18707275390625,0.5152284502983093
16,0.4940841495990753,0.9536585211753845,42.21818542480469,0.5050761699676514
17,0.909362256526947,0.9456446170806885,27.792903900146484,0.48984771966934204
18,0.4509510099887848,0.9567944407463074,39.87244415283203,0.6192893385887146
19,0.22243499755859375,0.9735191464424133,38.69329833984375,0.682741105556488
20,0.6096659898757935,0.9707317352294922,212.82177734375,0.5380710363388062
21,0.3565770387649536,0.9658536314964294,97.36988067626953,0.4111675024032593
22,0.2994921803474426,0.9700348377227783,217.4919891357422,0.5304568409919739
23,0.2829819321632385,0.9738675951957703,465.49029541015625,0.5050761699676514
24,0.3885517120361328,0.9637630581855774,29.779155731201172,0.5888324975967407
