,loss,accuracy,val_loss,val_accuracy
0,8.403346061706543,0.4250870943069458,1.6267917156219482,0.21827411651611328
1,1.0287964344024658,0.5501742362976074,1.4808231592178345,0.37309643626213074
2,0.9028961062431335,0.6170731782913208,2.559846878051758,0.32233503460884094
3,0.8097292184829712,0.6759582161903381,2.532346487045288,0.3375634551048279
4,0.719362199306488,0.7219512462615967,2.9413928985595703,0.3578680157661438
5,0.6379692554473877,0.7477352023124695,1.8881313800811768,0.3857868015766144
6,0.5891650319099426,0.7717769742012024,2.019052028656006,0.3781725764274597
7,0.5597784519195557,0.7843205332756042,2.165300130844116,0.3781725764274597
8,0.5107545852661133,0.8024390339851379,2.956583023071289,0.3756345212459564
9,0.5008376240730286,0.808013916015625,1.5830676555633545,0.3604061007499695
10,0.46562716364860535,0.8268292546272278,2.3794538974761963,0.4467005133628845
11,0.46416592597961426,0.8181184530258179,2.326552152633667,0.4314720928668976
