,loss,accuracy,val_loss,val_accuracy
0,7.926887035369873,0.501393735408783,66.84001922607422,0.2639593780040741
1,1.1184508800506592,0.5909407734870911,4.941146373748779,0.3350253701210022
2,1.0136737823486328,0.6282230019569397,2.192298650741577,0.4238578677177429
3,0.9248518347740173,0.6442508697509766,2.2056803703308105,0.4314720928668976
4,0.8302614688873291,0.6735191345214844,1.940512776374817,0.44416242837905884
5,0.8013250231742859,0.694076657295227,2.0938165187835693,0.4517766535282135
6,0.7430563569068909,0.7114982604980469,1.9770095348358154,0.4314720928668976
7,0.7121134996414185,0.7205575108528137,1.7712743282318115,0.5279187560081482
8,0.6504255533218384,0.7428571581840515,1.8494592905044556,0.48984771966934204
9,0.6172820329666138,0.7627177834510803,1.845284104347229,0.4796954393386841
10,0.5789259076118469,0.7818815112113953,2.0046167373657227,0.5050761699676514
11,0.5985389351844788,0.7811846733093262,2.6424217224121094,0.5380710363388062
12,0.5951662063598633,0.7867595553398132,2.152475595474243,0.5380710363388062
13,0.48784729838371277,0.8188153505325317,2.0064072608947754,0.5203045606613159
14,0.41130563616752625,0.8526132106781006,1.826116681098938,0.5482233762741089
15,0.4020802676677704,0.8439024686813354,1.8940818309783936,0.5558375716209412
16,0.386424720287323,0.8547038435935974,4.566288948059082,0.4010152220726013
17,0.4344412386417389,0.8599303364753723,2.786210775375366,0.6040608882904053
