,loss,accuracy,val_loss,val_accuracy
0,0.9098150730133057,0.601742148399353,1.8746565580368042,0.46700507402420044
1,0.4164762496948242,0.8306620121002197,1.909254550933838,0.6395938992500305
2,0.2100706547498703,0.9226480722427368,2.545597553253174,0.703045666217804
3,0.1334037482738495,0.9508710503578186,2.481070041656494,0.6370558142662048
4,0.09613943845033646,0.9588850140571594,3.0788354873657227,0.7055837512016296
5,0.07300408184528351,0.9745644330978394,3.8584017753601074,0.7284263968467712
6,0.051392149180173874,0.9825783967971802,3.5224859714508057,0.7588832378387451
7,0.03618724271655083,0.9871079921722412,3.7933061122894287,0.7309644818305969
8,0.012277515605092049,0.9968641400337219,4.8329997062683105,0.7639594078063965
9,0.0018960668239742517,1.0,5.366326332092285,0.7664974331855774
10,0.002015728736296296,0.9996515512466431,5.744738578796387,0.7664974331855774
